Results of CPU teset
numThreads real user sys
1  9.07  9.04  0.02
2  4.61  9.10  0.01
4  2.48  9.14  0.02
8  1.54  9.24  0.00
16  1.50  9.28  0.01
32  1.52  9.30  0.01
64  1.46  9.29  0.00
128  1.39  9.11  0.00
256  1.43  8.93  0.02

Results of IO tests
numThreads real user sys
1  57.11  0.00  0.00
2  38.20  0.00  0.00
4  20.22  0.00  0.00
8  12.78  0.00  0.00
16  9.46  0.00  0.00
32  5.39  0.00  0.00
64  3.04  0.00  0.00
128  3.01  0.00  0.00
256  2.99  0.00  0.00
