Results of CPU teset
numThreads real user sys
1  2.93  2.92  0.00
2  1.46  2.88  0.00
4  0.83  3.15  0.00
8  0.78  3.01  0.00
16  0.77  3.01  0.00
32  1.55  6.09  0.00
64  0.80  3.03  0.02
128  0.84  3.05  0.01
256  0.80  3.02  0.03

Results of IO tests
numThreads real user sys
1  53.44  0.01  0.00
2  36.27  0.01  0.00
4  19.26  0.00  0.00
8  12.29  0.00  0.00
16  9.22  0.00  0.00
32  5.27  0.00  0.01
64  2.97  0.00  0.01
128  2.97  0.01  0.02
256  2.98  0.01  0.03
