Results of CPU teset
numThreads real user sys
1  11.32  11.31  0.01
2  10.06  20.01  0.01
4  10.14  20.14  0.01
8  10.26  20.42  0.01
16  10.28  20.46  0.01
32  10.32  20.55  0.00
64  10.35  20.58  0.01
128  10.34  20.56  0.02
256  10.33  20.54  0.02

Results of IO tests
numThreads real user sys
1  54.67  0.00  0.00
2  36.74  0.00  0.00
4  19.74  0.00  0.00
8  12.53  0.00  0.00
16  9.28  0.00  0.00
32  5.33  0.00  0.00
64  3.01  0.00  0.00
128  2.98  0.00  0.01
256  2.98  0.01  0.02
